"lang" 
{ 
"Language" "koreana" 
"Tokens" 
{ 

// main menu
"HLVR_MainMenu_NewGame"						"Start New Game"
"HLVR_MainMenu_Continue"					"이어서 하기"
"HLVR_MainMenu_LoadGame"					"저장된 게임 불러오기"
"HLVR_MainMenu_Quit"							"게임 나가기"
"HLVR_MainMenu_Options"						"설정 옵션"
"HLVR_MainMenu_PhotoMode"					"사진 모드"
"HLVR_MainMenu_SelectChapter"			"챕터 선택"
"HLVR_MainMenu_Back"							"뒤로"

"HLVR_MainMenu_MainMenu"					"메인 메뉴"
"HLVR_MainMenu_Resume"						"돌아가기"
"HLVR_MainMenu_Save"  						"저장하기"
"HLVR_MainMenu_Load"  						"불러오기"
"HLVR_MainMenu_SavedGames"				"저장된 게임"
"HLVR_MainMenu_StartNewGame"	  	"새 게임 시작하기"
"HLVR_MainMenu_StartGame"	  			"게임 시작하기"
"HLVR_MainMenu_StartGameNoAddon"	  	"애드온이 없는 게임 시작"
"HLVR_MainMenu_StartGameAddon"	  	"애드온이 있는 게임 시작"
"HLVR_MainMenu_CreateNewGame"	  	"새 게임 만들기"

"HLVR_MainMenu_Start"							"시작"

"HLVR_MainMenu_LoadSlot"					"게임 슬롯 %s 불러오기"
"HLVR_MainMenu_GameSlotHeader"		"게임 슬롯 %s"
"HLVR_MainMenu_GameSlotConfirm"		"\n게임 슬롯 %s"

"HLVR_MainMenu_SaveSlot"    	  	"슬롯"
"HLVR_MainMenu_GameSlot"    	  	"게임 슬롯"
"HLVR_MainMenu_Overwrite"    	  	"덮어쓰기"
"HLVR_MainMenu_Overwrite_desc"		"모든 게임 슬롯이 꽉 찼습니다. 재정의할 슬롯을 선택하세요.\n\n경고: 이 작업을 수행하면 저장된 기존 데이터가 삭제됩니다."
"HLVR_MainMenu_StartOver"					"저장할까요?"
"HLVR_MainMenu_NewGame"						"새 게임을 시작할까요?"
"HLVR_MainMenu_Slot"    	  			"슬롯"
"HLVR_MainMenu_SlotOverwrite"			"저장할 슬롯을 선택하세요"

"HLVR_QuickSave"									"빠른 저장"
"HLVR_AutoSave"									  "자동 저장"

"HLVR_Skip_Credits"								"크레딧 건너뛰기"
"HLVR_Skip_Credits_Confirm"				"크레딧을 건너뛸까요?"

"HLVR_Addons"							"애드온"
"HLVR_MainMenu_ManageAddons"			"애드온 관리"
"HLVR_MainMenu_AddonsToolsMode"			"도구 모드에서는 애드온이 있는 맵을 불러올 수 없습니다."
"HLVR_MainMenu_StartAddonGame"			"다음 애드온이 있는 게임 시작하기:"
"HLVR_MainMenu_AddonDisabled"			"관련 애드온 비활성화됨"
"HLVR_MainMenu_AddonNotAvailable"		"이 맵의 관련 애드온을 더 이상 사용할 수 없습니다.\n계속 진행하려면 이 애드온을 재구독하거나 활성화하세요."
"HLVR_MainMenu_NoAddonsEnabled"			"애드온 게임에 활성화된 애드온 없음"
"HLVR_MainMenu_AddonToggleInfo"			"왼쪽의 전환 버튼을 눌러 활성화하거나 비활성화하세요"
"HLVR_MainMenu_LocalAddon"				"로컬 애드온"
"HLVR_MainMenu_MissingAddon"			"The following addon(s) are missing.  Please resubscribe to load this file"

"HLVR_MainMenu_AddonUpVote"				"추천"
"HLVR_MainMenu_AddonDownVote"			"비추천"

"HLVR_browse_workshop_label"			"창작마당 둘러보기"
"HLVR_browse_workshop_confirm"			"Steam 오버레이에서 창작마당을 둘러볼까요?"
"HLVR_browse_workshop_desc"				"Steam 오버레이에서 Half-Life: Alyx 창작마당 둘러보기"

"HLVR_local_addons"				"로컬 애드온"
"HLVR_downloaded_addons"		"다운로드된 애드온"
"HLVR_enabled_addons"			"활성화된 애드온:"
"HLVR_addon_game"				"애드온이 활성화된 게임"

"HLVR_MainMenu_Attention"												"주목"
"HLVR_MainMenu_Attention_MinSpec_CPU"								"CPU가 Half-Life: Alyx의 최소 요구 사항보다 낮습니다."
"HLVR_MainMenu_Attention_MinSpec_RAM"								"시스템 메모리가 Half-Life: Alyx의 최소 요구 사항보다 낮습니다."
"HLVR_MainMenu_Attention_MinSpec_GPU"								"그래픽 장치가 Half-Life: Alyx의 최소 요구 사항보다 낮습니다."
"HLVR_MainMenu_Attention_Above_Recommended"					"설정이 권장 수준 이상입니다."
"HLVR_MainMenu_Attention_Warning"										"게임 플레이에 영향을 줄 수 있습니다."
"HLVR_MainMenu_Attention_Graphics_Reset"						"성능 설정을 권장 수준으로 되돌렸습니다."
"HLVR_MainMenu_Attention_LowDiskSpaceForSwapfile"				"사용 중인 운영 체제 드라이브의 디스크 공간이 부족하여 페이지 파일 크기가 제한되므로, Half-Life: Alyx 플레이가 불안정할 수 있습니다."
"HLVR_MainMenu_Attention_Low_GPU_Memory"						"GPU 메모리 가용량 부족이 감지되었습니다. 필요없는 프로그램을 닫아 GPU 메모리 가용량을 늘려 주세요."
"HLVR_MainMenu_Attention_Low_System_Memory"						"시스템 메모리 가용량 부족이 감지되었습니다. 필요없는 프로그램을 닫아 시스템 메모리 가용량을 늘려 주세요."
"HLVR_MainMenu_Old_Driver_Version"								"사용하고 계신 GPU 드라이버 버전이 Vulkan용 Half-Life: Alyx의 권장 버전보다 낮습니다. GPU의 최신 드라이버를 설치하세요."
"HLVR_MainMenu_Attention_LoadErrorMap"							"요청한 맵을 찾을 수 없어 게임을 불러올 수 없습니다:"
"HLVR_MainMenu_Attention_LoadErrorAddons"						"활성화된 애드온 중 하나 때문일 수 있습니다:"

"HLVR_MainMenu_ModalQuit"						"Half-Life: Alyx에서 나갈까요?"
"HLVR_MainMenu_ModalMainMenu"					"메인 메뉴로 갈까요?"
"HLVR_MainMenu_ModalLoadGame"					"저장 파일을 불러올까요?"
"HLVR_MainMenu_ModalNewGame"					"새 게임을 만들까요?"
"HLVR_MainMenu_ModalNewGameOverwrite"			"기존의 저장 데이터를 삭제하고 새 게임을 만들까요?"

"HLVR_MainMenu_ModalAccept"						"확인"
"HLVR_MainMenu_ModalCancel"						"취소"

"HLVR_Pause_Menu_Only"								"이 설정은 게임을 플레이하는 동안 일시 정지 메뉴에서만 사용할 수 있습니다"

"HLVR_MainMenu_Init_desc"		    			"주로 사용할 손을 선택하세요\n\n이 설정은 설정 메뉴에서 언제든지 변경할 수 있습니다."

"HLVR_MainMenu_NewGame_desc" 					"Half-Life: Alyx의 새 게임을 시작합니다."
"HLVR_MainMenu_SaveGame_desc" 					"현재 진행 상황을 빠르게 저장합니다."

"HLVR_MainMenu_Resin"							"레진"
"HLVR_MainMenu_HP"								"체력"
"HLVR_MainMenu_Pistol"							"권총"
"HLVR_MainMenu_Shotgun"							"산탄총"
"HLVR_MainMenu_RapidFire"						"기관단총"

"HLVR_MainMenu_Days"							"일"		// Short hand for Days
"HLVR_MainMenu_Hrs"								"시간"		// Short Hand for Hours

"HLVR_MainMenu_DeleteSlot_desc"				"이 게임 슬롯에 저장된 모든 게임을 제거합니다."
"HLVR_MainMenu_DeleteSlot_Confirm"		"이 게임 슬롯에 저장된 모든 게임을 영구 제거할까요?"

"HLVR_NoSaving"			"현재 게임을 저장할 수 없습니다"

"HLVR_Sibling_L"											"왼쪽"
"HLVR_Sibling_R"											"오른쪽"

"HLVR_Options_Game_Preferences"				"게임 슬롯"
"HLVR_Options_System_Options"					"시스템"

"HLVR_Options_Diffculty_base"					"난이도"

"HLVR_Options_Diffculty_story"					"이야기"
"HLVR_Options_Diffculty_easy"					"쉬움"
"HLVR_Options_Diffculty_normal"					"보통"
"HLVR_Options_Diffculty_hard"					"어려움"

"HLVR_Options_Diffculty_story_desc"					"전투 난이도: 낮음"
"HLVR_Options_Diffculty_easy_desc"					"전투 난이도: 중간"
"HLVR_Options_Diffculty_normal_desc"				"전투 난이도: 높음"
"HLVR_Options_Diffculty_hard_desc"					"전투 난이도: 최고"

"HLVR_Options_On"					"켜짐"
"HLVR_Options_Off"				"꺼짐"

"HLVR_Options_Movement_Base"					"이동"
"HLVR_Options_Movement_Blink"					"점멸 이동"
"HLVR_Options_Movement_Shift"					"빠른 이동"
"HLVR_Options_Movement_Continuous"				"자연스러운 이동"
"HLVR_Options_Movement_Continuous_Hand"		"자연스러운 손"

"HLVR_Options_Movement_Blink_desc"					"목표 지점으로 이동할 때 화면이 잠깐 동안 희미해집니다. 가장 편안한 이동 방식입니다."
"HLVR_Options_Movement_Shift_desc"					"목표 지점까지 직선 형태로 재빨리 이동합니다."
"HLVR_Options_Movement_Continuous_desc"				"머리 위치를 기준으로 자연스럽게 움직입니다."
"HLVR_Options_Movement_Continuous_Hand_desc"		"손의 위치를 기준으로 자연스럽게 움직입니다."

"HLVR_Options_Preferences"						"개인 설정"
"HLVR_Options_Accessibility"					"접근성"				
